neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review,distance_to_city_center
Manhattan,Greenwich Village,40.72838,-73.99897,Entire home/apt,400,4,1,0.05,1,0,554,1.8292511041995152
Brooklyn,Boerum Hill,40.68701,-73.98842,Entire home/apt,125,2,91,4.61,2,62,3,3.226399821600812
Manhattan,Hell's Kitchen,40.75906,-73.98898,Private room,150,2,0,0.0,1,0,3025,5.334501391282926
Manhattan,Murray Hill,40.74848,-73.97564,Private room,222,30,0,0.0,50,364,3025,4.7198443719152
Manhattan,Murray Hill,40.74896,-73.9762,Entire home/apt,175,30,1,0.08,50,364,388,4.7393783584714635
Manhattan,Harlem,40.81631,-73.93933,Entire home/apt,70,3,39,1.83,1,4,64,12.799081932159998
Manhattan,Murray Hill,40.74877,-73.97565,Entire home/apt,175,30,1,0.19,50,364,158,4.746452075324325
Manhattan,Murray Hill,40.74829,-73.97554,Entire home/apt,130,30,3,0.16,50,364,408,4.706760865410926
Manhattan,West Village,40.73223,-74.00489,Entire home/apt,150,4,1,0.05,1,6,555,2.159710359627195
Queens,East Elmhurst,40.77063,-73.87543,Private room,45,1,222,10.39,1,164,19,12.761855959550678
Queens,Ridgewood,40.69385,-73.90296,Private room,50,1,50,2.34,2,341,38,8.958704058702207
Brooklyn,Williamsburg,40.71566,-73.94486,Private room,100,3,1,0.05,1,0,651,5.17593149061423
Manhattan,Chinatown,40.71363,-73.9909,Private room,90,1,58,2.68,2,10,24,1.2792566699017784
Brooklyn,Crown Heights,40.67359,-73.95812,Private room,45,3,9,0.43,2,0,17,5.944518883593079
Brooklyn,Windsor Terrace,40.65853,-73.98301,Entire home/apt,175,2,54,3.56,1,135,14,6.332172657254702
Manhattan,Upper West Side,40.78489,-73.97345,Private room,99,20,7,0.42,2,125,100,8.464353687588478
Brooklyn,Bushwick,40.68949,-73.90987,Private room,60,1,66,3.24,3,120,19,8.526742316862228
Brooklyn,Williamsburg,40.71328,-73.9633,Entire home/apt,158,30,8,0.42,1,283,45,3.6085020264042273
Brooklyn,Williamsburg,40.71727,-73.95597,Private room,60,4,36,1.67,4,0,67,4.256403608027037
Brooklyn,Williamsburg,40.71171,-73.95158,Private room,45,7,0,0.0,1,0,3025,4.6000836395818245
Manhattan,Upper West Side,40.77895,-73.98332,Private room,145,1,43,2.01,1,197,7,7.591524411088499
Queens,Flushing,40.75951,-73.82189,Entire home/apt,110,30,5,0.27,15,297,113,16.3939685138878
Bronx,Mott Haven,40.80762,-73.92454,Entire home/apt,115,2,100,4.76,1,130,16,12.57724886792702
Brooklyn,Bedford-Stuyvesant,40.68563,-73.93863,Private room,50,2,23,1.08,5,0,527,6.4438795151627835
Queens,Flushing,40.75898,-73.81448,Private room,45,3,67,3.16,10,349,18,16.971070684111407
Queens,Astoria,40.7726,-73.92298,Entire home/apt,180,4,41,2.22,1,120,4,9.65749998603456
Brooklyn,Williamsburg,40.70822,-73.95921,Entire home/apt,350,30,5,0.24,1,166,342,3.9864365038389984
Brooklyn,Williamsburg,40.71195,-73.95872,Entire home/apt,125,3,40,1.85,1,0,6,3.9962684926166614
Manhattan,Upper West Side,40.78607,-73.97717,Entire home/apt,180,5,27,1.25,1,0,80,8.493046788291409
Queens,Springfield Gardens,40.6651,-73.76614,Private room,70,1,19,0.94,4,84,54,20.95573999052098
Manhattan,Harlem,40.8258,-73.94405,Entire home/apt,126,3,15,0.7,1,2,131,13.594967115589979
Manhattan,East Village,40.72615,-73.99072,Entire home/apt,190,4,14,0.71,1,0,47,1.965841546222501
Brooklyn,Bedford-Stuyvesant,40.68191,-73.92064,Private room,50,3,86,3.97,4,346,23,7.988504613997726
Brooklyn,Bedford-Stuyvesant,40.68242,-73.95754,Private room,50,3,18,1.04,2,0,344,5.306294532892281
Manhattan,Chinatown,40.71396,-73.99151,Private room,95,1,55,2.56,2,10,23,1.231142287757667
Brooklyn,Bedford-Stuyvesant,40.68988,-73.95396,Private room,100,1,0,0.0,1,0,3025,5.081479545098471
Brooklyn,Bushwick,40.69883,-73.91583,Entire home/apt,115,2,1,0.09,3,0,333,7.7764126965538605
Queens,Richmond Hill,40.69474,-73.82284,Entire home/apt,85,2,33,1.62,1,179,23,15.608366888393197
Bronx,Kingsbridge,40.86924,-73.90651,Private room,40,30,4,0.19,2,148,403,19.295543791180435
Manhattan,Chelsea,40.74083,-74.00349,Entire home/apt,195,5,0,0.0,1,0,3025,3.1199075695446146
Brooklyn,Bay Ridge,40.62398,-74.02786,Private room,79,1,0,0.0,2,179,3025,10.034939117920782
Brooklyn,Bay Ridge,40.62569,-74.02654,Private room,89,1,3,0.14,2,269,48,9.828020016279572
Manhattan,Lower East Side,40.7111,-73.98865,Shared room,32,14,4,0.25,28,341,150,1.4781864213948577
Bronx,Parkchester,40.83408,-73.87419,Private room,28,3,27,1.32,2,214,8,17.470429823972253
Brooklyn,Bedford-Stuyvesant,40.68444,-73.95156,Private room,55,3,1,0.05,1,0,630,5.575709444402393
Queens,Howard Beach,40.65059,-73.82896,Entire home/apt,100,1,42,1.97,1,220,8,16.48414166854964
Brooklyn,Fort Greene,40.69211,-73.98102,Private room,125,3,60,2.79,1,0,18,3.120213204074085
Brooklyn,Crown Heights,40.66505,-73.95998,Entire home/apt,150,2,1,0.05,1,0,647,6.576425270232886
Manhattan,Upper West Side,40.77538,-73.98814,Entire home/apt,300,30,7,0.38,25,313,15,7.111272695829376
Brooklyn,Greenpoint,40.73222,-73.95395,Entire home/apt,150,3,0,0.0,1,0,3025,4.897878830488093
Brooklyn,Williamsburg,40.71054,-73.94691,Private room,115,2,0,0.0,1,0,3025,4.99945283341142
Manhattan,East Harlem,40.79803,-73.93648,Private room,100,1,35,1.82,2,318,2,11.13756825683044
Brooklyn,Bedford-Stuyvesant,40.68454,-73.94829,Private room,45,4,0,0.0,1,0,3025,5.799853006274
Queens,Ditmars Steinway,40.76982,-73.90254,Entire home/apt,150,2,18,0.86,2,364,51,10.791520804314272
Manhattan,Upper West Side,40.78631,-73.97752,Entire home/apt,199,2,27,1.34,1,335,21,8.510180991756291
Brooklyn,Clinton Hill,40.68729,-73.96785,Private room,50,14,0,0.0,1,0,3025,4.291951569475512
Manhattan,Upper East Side,40.7766,-73.94862,Entire home/apt,275,30,17,0.79,1,196,58,8.5838425559241
Brooklyn,Bushwick,40.68765,-73.90821,Private room,75,1,11,0.52,1,0,187,8.723877901331768
Brooklyn,Columbia St,40.68787,-74.00037,Entire home/apt,150,15,5,0.25,1,105,9,2.80902246942015
Brooklyn,East Flatbush,40.66197,-73.92587,Entire home/apt,180,3,14,0.69,1,175,38,8.817111309689109
Queens,Flushing,40.7557,-73.81237,Private room,43,2,43,1.99,10,365,43,17.036013645575263
Brooklyn,Williamsburg,40.71655,-73.94162,Private room,85,1,28,1.35,2,0,315,5.455829875624045
Manhattan,Kips Bay,40.74274,-73.97918,Private room,115,1,160,7.43,1,15,11,4.023426378410497
Brooklyn,Crown Heights,40.67834,-73.94899,Entire home/apt,105,3,8,0.38,1,188,192,6.153222936704904
Brooklyn,Greenpoint,40.72109,-73.94679,Private room,70,3,1,0.05,1,0,631,5.086889571330799
Manhattan,Upper West Side,40.77576,-73.98883,Entire home/apt,290,30,4,0.22,25,281,46,7.140452689352739
Queens,Flushing,40.76407,-73.82518,Entire home/apt,148,1,24,1.15,1,77,33,16.299982504423586
Manhattan,East Village,40.73091,-73.98223,Private room,110,2,29,1.47,2,0,23,2.8421215407808798
Manhattan,Upper West Side,40.78729,-73.97033,Private room,110,30,0,0.0,1,0,3025,8.803485617800078
Queens,Astoria,40.75811,-73.90954,Private room,43,4,19,1.64,2,1,4,9.576417863327443
Manhattan,Harlem,40.79969,-73.95449,Entire home/apt,170,3,44,2.23,1,0,100,10.584167098219629
Brooklyn,Prospect-Lefferts Gardens,40.65516,-73.96121,Private room,65,28,5,0.26,3,297,205,7.436845592552897
Manhattan,East Harlem,40.79477,-73.93282,Private room,90,2,3,0.15,1,0,551,11.002266507587985
Manhattan,Upper East Side,40.77057,-73.95759,Entire home/apt,159,30,1,0.05,87,344,604,7.607539988746307
Queens,Ridgewood,40.7087,-73.90897,Entire home/apt,175,4,2,0.11,1,0,464,8.211852336262812
Brooklyn,Bushwick,40.69848,-73.93749,Private room,60,1,72,3.34,1,16,10,6.004084864487817
Brooklyn,Kensington,40.64382,-73.97774,Private room,35,3,1,0.05,1,0,631,8.024017985960302
Brooklyn,Bushwick,40.68824,-73.91628,Entire home/apt,148,2,92,4.33,2,4,16,8.058244638715355
Manhattan,Harlem,40.82154,-73.94554,Entire home/apt,110,15,1,0.05,1,0,635,13.110135567120583
Manhattan,East Harlem,40.80893,-73.93982,Private room,115,3,17,0.83,2,0,394,12.049337005600306
Manhattan,Lower East Side,40.71426,-73.98873,Private room,85,2,30,1.43,10,344,31,1.4682663992781695
Manhattan,Harlem,40.8152,-73.95175,Private room,50,15,0,0.0,1,0,3025,12.259347542208602
Manhattan,Upper West Side,40.79221,-73.97331,Entire home/apt,120,4,7,0.33,1,0,527,9.240428194813632
Bronx,Parkchester,40.83439,-73.8585,Private room,300,2,9,0.47,1,0,228,18.36784118412052
Brooklyn,Carroll Gardens,40.67584,-74.00057,Entire home/apt,200,2,6,0.32,1,23,184,4.129915503526967
Brooklyn,Clinton Hill,40.69075,-73.9677,Private room,319,1,52,2.48,11,365,29,4.0586880088951975
Manhattan,Upper East Side,40.77669,-73.94822,Private room,100,3,5,0.24,1,0,477,8.611192134158951
Brooklyn,Bedford-Stuyvesant,40.69592,-73.93793,Private room,80,1,5,0.24,2,0,599,6.0502957537527795
Brooklyn,Red Hook,40.67844,-74.01058,Entire home/apt,120,2,98,4.64,1,193,29,3.8351966253353322
Manhattan,Upper East Side,40.77112,-73.96226,Entire home/apt,239,7,70,3.76,1,185,8,7.455998019120189
Manhattan,East Village,40.7277,-73.97841,Private room,71,2,112,5.22,1,129,2,2.8586175453102745
Manhattan,Midtown,40.75643,-73.96847,Entire home/apt,120,2,7,0.36,2,0,189,5.790070142491274
Manhattan,Upper West Side,40.80015,-73.96159,Private room,145,2,0,0.0,1,0,3025,10.399835395034252
Brooklyn,Clinton Hill,40.6926,-73.9639,Private room,95,1,4,0.19,1,0,583,4.206054913707595
Queens,Flushing,40.76047,-73.83193,Private room,100,2,1,0.05,1,0,598,15.627461442742296
Queens,Douglaston,40.76962,-73.74795,Private room,65,2,21,0.98,3,89,189,22.690728452462125
Brooklyn,Greenpoint,40.72402,-73.95285,Private room,60,10,0,0.0,1,89,3025,4.660404620702425
Manhattan,Harlem,40.8235,-73.94619,Entire home/apt,100,2,1,0.28,1,1,106,13.28990938996442
Queens,Bayswater,40.6004,-73.7667,Private room,47,30,8,0.38,2,303,9,23.77722117262865
Manhattan,Lower East Side,40.71509,-73.98992,Entire home/apt,126,3,4,0.19,1,3,603,1.3823187093410616
Bronx,Parkchester,40.83555,-73.8757,Private room,25,3,38,1.82,2,119,7,17.516170997293173
Manhattan,Hell's Kitchen,40.75684,-73.99465,Private room,114,1,133,6.23,2,67,8,4.983679373019987
Manhattan,Midtown,40.7557,-73.96871,Entire home/apt,185,3,35,1.66,1,0,29,5.711210379618038
Manhattan,Harlem,40.81138,-73.95442,Entire home/apt,165,3,22,1.03,1,0,43,11.78178087829268
Brooklyn,Bushwick,40.6897,-73.91512,Private room,60,2,1,0.05,1,0,638,8.09767354454868
Manhattan,West Village,40.73309,-74.00482,Entire home/apt,225,1,74,3.66,1,3,8,2.2553796666695836
Manhattan,Upper East Side,40.77421,-73.95544,Entire home/apt,150,1,1,0.05,1,0,621,8.04620732661571
Queens,Sunnyside,40.74351,-73.92577,Private room,55,7,1,0.05,2,353,572,7.587427693745418
Manhattan,Hell's Kitchen,40.76616,-73.98441,Private room,125,1,39,1.83,1,0,86,6.199831969227863
Brooklyn,Borough Park,40.64103,-73.99228,Private room,59,8,7,0.33,1,109,39,8.053859648983842
Queens,Astoria,40.76705,-73.9169,Private room,95,2,13,0.61,2,0,367,9.640102531302688
Brooklyn,Flatbush,40.64356,-73.96318,Private room,75,3,19,0.9,1,78,9,8.498541182274051
Manhattan,Harlem,40.80323,-73.94253,Private room,1500,5,3,0.14,5,219,624,11.382886288335229
Manhattan,Harlem,40.81821,-73.94746,Private room,85,30,53,2.49,4,309,16,12.706451293915132
Brooklyn,Crown Heights,40.67249,-73.94933,Private room,75,3,1,0.05,1,0,639,6.556061816272743
Brooklyn,Park Slope,40.6749,-73.97979,Private room,130,1,14,0.69,1,0,402,4.756165853166122
Manhattan,Harlem,40.81899,-73.94584,Private room,70,30,29,1.36,4,292,42,12.839775147487078
Manhattan,Upper East Side,40.77585,-73.95101,Entire home/apt,128,4,12,0.6,1,0,195,8.402000409822957
Manhattan,Washington Heights,40.84334,-73.9405,Entire home/apt,130,2,94,4.41,1,116,16,15.51512838193714
Manhattan,Harlem,40.81042,-73.94717,Entire home/apt,120,4,5,0.26,1,0,195,11.924554344834661
Brooklyn,Fort Greene,40.68569,-73.97346,Private room,69,5,0,0.0,1,0,3025,4.077573423582591
Manhattan,Upper West Side,40.80003,-73.96446,Private room,47,1,0,0.0,1,0,3025,10.302390346780731
Manhattan,East Village,40.72236,-73.98534,Entire home/apt,181,2,10,0.47,1,0,327,2.0431036007568513
Brooklyn,Bushwick,40.6897,-73.9064,Private room,48,2,39,1.83,4,179,20,8.799777064641944
Manhattan,Harlem,40.81978,-73.95476,Private room,50,2,0,0.0,1,0,3025,12.643282494643062
Queens,Flushing,40.75547,-73.83547,Private room,60,2,24,1.14,3,76,7,15.16439457157807
Queens,Flushing,40.75379,-73.83011,Private room,58,3,20,0.97,3,88,43,15.53964602834652
Manhattan,Chelsea,40.75133,-73.99671,Private room,99,1,77,3.64,1,101,22,4.350081265029562
Queens,Woodside,40.74371,-73.9109,Entire home/apt,150,3,87,4.59,3,200,8,8.736575006968797
Brooklyn,Greenpoint,40.724,-73.95202,Entire home/apt,225,1,18,0.87,1,0,372,4.727433469101042
Brooklyn,East New York,40.66739,-73.88739,Private room,40,1,7,0.33,3,364,315,11.222597819305582
Brooklyn,Fort Hamilton,40.61902,-74.03514,Entire home/apt,130,2,47,2.23,1,165,20,10.701565455394478
Queens,Bayside,40.75433,-73.7688,Private room,35,1,92,4.3,3,318,2,20.560904113188656
Manhattan,Upper East Side,40.77122,-73.95909,Entire home/apt,169,30,0,0.0,87,344,3025,7.601700333894961
Manhattan,East Harlem,40.79567,-73.9366,Private room,150,1,44,2.07,2,305,18,10.910337304014169
Manhattan,Chelsea,40.75121,-73.99812,Entire home/apt,169,30,1,0.05,121,282,596,4.317011617181998
Brooklyn,Crown Heights,40.67335,-73.95391,Private room,37,15,21,1.44,4,67,9,6.2110412377396225
Manhattan,Upper East Side,40.77606,-73.95422,Entire home/apt,125,30,5,0.34,5,342,39,8.275011486175922
Brooklyn,Bedford-Stuyvesant,40.67941,-73.9193,Private room,62,2,28,1.34,1,0,345,8.212606126541314
Brooklyn,Clinton Hill,40.6859,-73.96109,Entire home/apt,120,2,17,0.92,1,8,71,4.83012638495876
Brooklyn,Bedford-Stuyvesant,40.68254,-73.94504,Private room,55,5,6,0.29,1,0,330,6.151206224044985
Brooklyn,Flatlands,40.62187,-73.94414,Entire home/apt,250,1,0,0.0,1,0,3025,11.371916572430653
Brooklyn,Bedford-Stuyvesant,40.69358,-73.93721,Private room,45,3,2,0.09,1,0,516,6.192957982222935
Brooklyn,Bedford-Stuyvesant,40.69261,-73.93325,Private room,120,3,22,1.03,1,357,17,6.544300854175254
Brooklyn,Clinton Hill,40.68628,-73.96707,Private room,55,5,2,0.11,1,0,192,4.415709436270498
Manhattan,East Village,40.72982,-73.98593,Entire home/apt,140,2,2,0.11,1,0,237,2.539217000808682
Brooklyn,Greenpoint,40.7257,-73.95606,Private room,100,1,2,0.11,1,0,554,4.4560315987589805
Manhattan,Lower East Side,40.72269,-73.98862,Private room,80,3,23,1.1,1,28,7,1.8337549401766036
Brooklyn,Crown Heights,40.67541,-73.96061,Entire home/apt,70,7,2,0.11,1,0,422,5.65318628121942
Brooklyn,Bedford-Stuyvesant,40.68747,-73.92879,Entire home/apt,189,3,77,3.66,1,17,7,7.105866539381358
Queens,Flushing,40.77317,-73.82405,Private room,200,2,12,0.64,7,35,30,16.766341984845393
Brooklyn,East New York,40.66756,-73.88704,Private room,45,1,6,0.28,3,333,57,11.240574308690462
Manhattan,Murray Hill,40.75001,-73.97573,Entire home/apt,150,30,2,0.28,50,364,40,4.859332236702305
Manhattan,Murray Hill,40.74872,-73.97701,Entire home/apt,150,30,1,0.05,50,364,576,4.680659032693188
Brooklyn,Canarsie,40.63928,-73.91081,Private room,65,1,2,0.19,2,365,275,11.464005056971448
Manhattan,Murray Hill,40.74877,-73.977,Entire home/apt,150,30,2,0.21,50,364,39,4.685832868836448
Manhattan,Murray Hill,40.74839,-73.97683,Entire home/apt,195,30,0,0.0,50,364,3025,4.657498974162532
Brooklyn,Bedford-Stuyvesant,40.68212,-73.95419,Private room,59,5,5,0.24,1,0,458,5.5481737865657825
Queens,Glendale,40.70404,-73.85832,Private room,43,1,9,0.42,2,301,13,12.517533448721087
Brooklyn,Greenpoint,40.72268,-73.94163,Entire home/apt,160,10,0,0.0,1,42,3025,5.548379565995388
Queens,Flushing,40.75602,-73.80241,Private room,95,1,22,1.12,2,0,239,17.854820963309432
Brooklyn,Bedford-Stuyvesant,40.68634,-73.95709,Entire home/apt,190,20,2,0.14,1,310,343,5.071598317642709
Manhattan,Upper East Side,40.7717,-73.96116,Entire home/apt,125,30,5,0.26,91,347,207,7.558128948692713
Brooklyn,Cobble Hill,40.68553,-73.99804,Entire home/apt,165,2,0,0.0,1,0,3025,3.102109699226358
Manhattan,Lower East Side,40.7198,-73.98209,Private room,135,1,50,2.35,1,32,12,2.164661503060883
Brooklyn,Bedford-Stuyvesant,40.68019,-73.91102,Entire home/apt,225,3,12,0.61,1,72,7,8.806682670215482
Brooklyn,Williamsburg,40.71858,-73.96283,Entire home/apt,380,1,128,5.99,1,173,8,3.703719818724075
Brooklyn,Greenpoint,40.7284,-73.94983,Entire home/apt,200,3,0,0.0,1,0,3025,5.052071193815172
Manhattan,Upper West Side,40.76946,-73.986,Entire home/apt,129,3,2,0.1,2,0,373,6.514851335978361
Brooklyn,Bedford-Stuyvesant,40.69195,-73.96045,Entire home/apt,133,2,101,4.93,1,87,9,4.492199668177367
Brooklyn,Bushwick,40.69472,-73.92376,Private room,44,2,3,0.14,2,0,618,7.234351872218205
Manhattan,East Village,40.7269,-73.9847,Entire home/apt,142,10,22,1.04,1,0,191,2.38545676765806
Manhattan,Harlem,40.81567,-73.94841,Private room,55,3,100,4.69,1,11,7,12.415485190731047
Queens,Astoria,40.76761,-73.93567,Entire home/apt,185,9,6,0.42,1,15,29,8.504993853146729
Queens,Long Island City,40.75608,-73.93048,Private room,110,4,5,0.24,2,0,186,7.987191217247023
Manhattan,Murray Hill,40.75017,-73.97684,Entire home/apt,175,30,0,0.0,50,364,3025,4.825919146854266
Manhattan,Murray Hill,40.74817,-73.97665,Entire home/apt,222,30,1,0.21,50,364,142,4.644886781829606
Manhattan,Murray Hill,40.74876,-73.97553,Entire home/apt,175,30,5,0.37,50,344,32,4.751002158820227
Manhattan,Murray Hill,40.74865,-73.9753,Entire home/apt,175,30,0,0.0,50,364,3025,4.751318057146713
Brooklyn,Williamsburg,40.71433,-73.94026,Entire home/apt,115,2,5,0.23,2,0,560,5.557519873571294
Brooklyn,Williamsburg,40.71866,-73.96417,Private room,180,1,1,0.05,1,0,641,3.593858329563328
Manhattan,Chinatown,40.718,-73.99666,Private room,80,4,2,0.09,1,0,568,0.97789372379818
Manhattan,Washington Heights,40.83638,-73.94294,Entire home/apt,125,30,3,0.15,2,323,404,14.719892062963279
Brooklyn,Bedford-Stuyvesant,40.68964,-73.95259,Entire home/apt,125,2,11,0.53,2,0,27,5.195166016509845
Brooklyn,Crown Heights,40.66541,-73.95736,Entire home/apt,475,1,29,1.72,1,123,12,6.678248330314939
Brooklyn,Bedford-Stuyvesant,40.682,-73.91572,Private room,750,1,4,0.22,4,89,369,8.361856933235616
Queens,Astoria,40.77061,-73.92109,Entire home/apt,86,4,3,0.15,1,0,554,9.625320267847332
Brooklyn,Crown Heights,40.66788,-73.95111,Private room,75,1,55,2.7,1,35,16,6.812482834409396
Manhattan,Upper East Side,40.76114,-73.961,Entire home/apt,153,30,1,0.05,33,365,617,6.5775996083039985
Manhattan,Chelsea,40.74226,-74.00602,Entire home/apt,165,2,11,0.53,1,2,380,3.2714935179295264
Queens,Ridgewood,40.70278,-73.90229,Private room,55,1,37,2.58,1,75,7,8.834434651846209
Queens,Jamaica,40.6841,-73.78203,Private room,50,1,7,0.38,4,155,60,19.19579576409908
Manhattan,Harlem,40.82332,-73.94426,Private room,45,30,2,0.1,8,261,190,13.334277066545958
Queens,Far Rockaway,40.59382,-73.75503,Private room,35,1,1,0.05,1,0,628,25.001904828469556
Queens,Ridgewood,40.71063,-73.9152,Private room,90,7,28,1.34,1,157,31,7.676446403683462
Manhattan,Chelsea,40.74337,-73.99362,Private room,149,2,19,0.89,1,274,59,3.5522114182512485
Manhattan,Chelsea,40.74325,-73.99975,Entire home/apt,175,2,67,3.31,2,101,15,3.422406125937915
Queens,Ridgewood,40.706,-73.91418,Entire home/apt,90,4,4,0.26,1,0,41,7.795781059058461
Manhattan,Harlem,40.80475,-73.9491,Entire home/apt,108,30,3,0.23,4,213,171,11.284911796322092
Brooklyn,Williamsburg,40.71783,-73.95036,Private room,78,2,31,1.46,3,0,185,4.734431652340403
Manhattan,Morningside Heights,40.81373,-73.96013,Private room,50,1,0,0.0,1,0,3025,11.858520527881868
Brooklyn,Bushwick,40.69952,-73.92616,Entire home/apt,250,6,1,0.05,1,0,629,6.906381698080999
Manhattan,Lower East Side,40.72105,-73.9931,Entire home/apt,95,2,5,0.24,1,0,576,1.423858696913448
Manhattan,Lower East Side,40.71686,-73.98458,Private room,85,1,1,0.05,1,0,554,1.8652303545531275
Brooklyn,Crown Heights,40.67212,-73.95253,Private room,100,1,58,2.74,1,37,3,6.390113321102416
Queens,Sunnyside,40.73554,-73.91858,Private room,60,60,0,0.0,1,179,3025,7.80544954212116
Manhattan,Midtown,40.75649,-73.97126,Entire home/apt,160,4,12,0.59,1,0,21,5.670164415526946
Brooklyn,Bedford-Stuyvesant,40.68904,-73.9428,Private room,68,1,37,1.84,1,0,170,5.957453728521047
Manhattan,Roosevelt Island,40.76301,-73.94959,Private room,85,3,34,1.6,2,195,41,7.334343646155891
Brooklyn,Williamsburg,40.71191,-73.95988,Entire home/apt,198,30,9,0.44,3,298,45,3.8983879357804687
Brooklyn,Williamsburg,40.70958,-73.96525,Entire home/apt,290,3,6,0.33,1,0,226,3.4619465800423352
Queens,Ridgewood,40.6999,-73.90059,Private room,48,3,2,0.11,1,0,551,9.022382786047345
Manhattan,Washington Heights,40.84301,-73.94175,Shared room,60,1,0,0.0,1,0,3025,15.443523758224407
Brooklyn,Crown Heights,40.67234,-73.914,Private room,75,1,34,1.62,1,35,37,8.980965336899917
Manhattan,Chelsea,40.7456,-73.99771,Entire home/apt,250,4,1,0.05,1,0,635,3.709111980974636
